unemployment_rate,personal_consumption,govt_expenditure,m1_money_supply,m2_money_supply,federal_debt,gdp
5.2218451794197325,20919.247723768472,7363.524944514759,4116.578512012464,9298.754748254123,18904.08337844846,16790.13205558147
2.6980128451553944,29002.55590755427,6437.6872437377715,5071.515935581038,9267.914881016488,10864.465446709508,20344.242925419163
5.751396036691344,26194.731764697186,7480.399718464975,2493.465969809601,6289.316232598174,20479.24205437151,22712.639539857722
3.79872262016239,21048.29707637313,11197.076224192682,2034.4441085234948,4670.746541981802,6999.029928939801,15452.142330887022
4.416612500413446,17541.819071839764,9604.256917236238,3412.8847293798526,7346.377908802658,20663.29482537632,15400.64210570408
3.796586775541206,24035.61298318655,9724.447023773955,2366.077040940713,7024.815588590562,16680.669775037382,19455.78165385598
8.704556369017876,15132.269001477656,5167.545888414708,3575.168652474362,8331.675394528465,32015.623721508768,10366.959317388075
4.973005550524132,22381.788846781095,5697.692526894261,4502.49969612929,8905.991748704018,31290.854893965,17031.70122398555
2.8845781420881993,22527.350795833136,2321.8426810291458,3109.2511364477364,6676.211860477944,26282.764824082264,16403.82989142563
6.645089824206378,25301.0495374944,6381.2383578344925,2573.1734232186577,4991.716168060586,17387.089754710298,19977.28090433357
2.5583127000579555,33798.300194555384,9913.406372771316,4069.337161715348,7673.16508331156,35883.043162082344,25252.3512220717
5.4177271900095105,21962.079835893834,9033.893031496742,4862.54348461517,8619.06758777201,7575.717777281436,16890.22133449056
1.0806597522404489,17455.181871462504,7556.973474095752,2305.0265614833875,6054.683387731377,8771.530963490699,12212.476544472987
2.343627902203139,19872.12843904003,7955.399432563894,4820.232398305984,9315.077483888323,19329.735200887484,18091.214886101305
5.393722471738247,11154.62047555441,6622.228914849189,4817.306203738326,10405.847332550198,38032.30487136895,9327.590393069248
6.476933159990821,16526.43434455471,8409.517764803568,4954.085102156628,9052.908463629501,18381.2887450393,13630.781418516372
5.342736562379941,17953.58780943448,9531.75655896123,5218.480214871686,9045.094783546516,18534.038054325745,14776.583340656993
4.768703435223519,17379.558010327037,4768.226425179055,6202.013924659615,9994.636474256342,8464.717151105526,13260.482251109377
4.3977926088214225,20761.77436016861,8599.295375674696,3643.9079513809447,7743.415764907116,27567.43668216303,17531.89079373412
2.0429560192651453,15887.900338088997,9864.869741909335,4109.571580077858,7446.936571799139,27625.41003463483,15524.85321921994
3.5603115832105825,25605.15333662236,7169.799422073261,3583.5615667519746,7679.720413748819,26312.60161119928,20082.46271646876
4.078722458080425,20001.035324590986,9401.401224241166,4001.976844755811,8362.62671382125,14966.2346172211,16908.075476226702
7.114244452437831,19953.498394306927,13629.308888945106,5532.873355636311,9700.622206495902,14346.345853015955,17206.229440325376
5.687236579136923,18360.526417435412,7791.314414026217,2654.9855160693314,7021.0190632731565,9655.021996760237,15039.309825723492
1.473919689274532,20775.953419294896,8786.614100010647,3138.9503278344246,7485.948415313253,20670.98001408747,16650.25350923731
5.64816793878959,24125.491323338174,6523.885832677217,5377.180936504561,7959.663590707406,11356.741365771986,19366.724345271265
4.229835439167367,15664.348921445498,8362.502325204101,5020.03650690209,9529.532633618412,10580.667958005692,13956.272270217682
3.6461559993880828,16709.417554623717,8920.543249964609,3636.868353182922,7100.056476652959,16610.47426471459,14818.6358390237
6.2233525776817356,18481.369856116675,8389.684680540277,4854.402001120719,7977.730670717553,16086.75059852627,14016.122057577933
7.061999044991902,13270.645382633926,5960.609360582286,4341.2158424920335,7457.654380208037,15696.17176942436,10111.02167756069
6.862560238232398,15903.710701392512,8412.723542650901,5500.274609000988,9847.10789737901,23731.556774722092,13252.626791831526
3.3215649535547227,17618.895632276704,10924.391877435273,4074.5095938267727,7896.449652046891,20632.382417202232,14054.918953116146
4.381575248297571,24371.94590356364,8897.271529029054,5025.6321138725825,7680.057086684254,17694.75175591106,21104.95259945936
5.662526862807128,21312.806645009623,9923.974378143683,6642.01191049262,11024.442162646446,21464.103426491856,17472.819739052316
6.951090254244718,20967.94955683772,7525.976059974744,4598.099155047466,7446.412650408404,12067.783671162942,16120.637165496586
4.04165152430942,24254.489810839863,9499.80047884742,4049.3281657948437,8161.185252609413,20842.228991277425,18589.762130047944
4.628682046672366,19313.141058003017,8558.535676433052,4722.4469852209795,8913.246125759422,21204.81994275707,14407.528159343348
2.7873300519879436,21952.324249644447,6098.178540625536,3634.719141796115,8343.180807152152,7975.625125140155,16171.809576436155
2.6075867518386584,19483.89123533752,8637.04200959775,6387.967705524732,11813.315534698213,27965.550034962896,16889.11026755703
6.625051644788396,21326.81174699814,6016.606673119379,4180.071037695981,7088.329976975549,12948.530358184036,16430.872012793083
7.712480057141645,17086.20671194209,6734.239450230416,3727.066679774487,7685.087594924047,20722.47839365148,13069.315216195659
4.855979756839332,7805.9142086178545,8378.656614584748,3164.3109949799637,6943.24275894459,29315.293924282163,7816.713876311936
7.007065795784048,19328.60418906848,8594.488546760249,5097.220191606439,9444.21994037521,27405.414061710955,15094.988653638793
5.723272050095268,27113.7406804997,5621.535069845742,4867.187412827739,9039.722429574635,20274.667108550682,20715.02897202711
3.7097604907897512,24631.077011207963,10107.971542365753,3502.6456285859067,7220.608634396611,17100.007976943452,21413.656835507267
5.722791211016828,24826.987422955855,9144.012556600946,4576.451345122423,8223.729594233739,27580.09526860454,20319.11979531612
8.076073132931938,26180.65360903109,6590.543128778232,2491.4440317871436,5598.2833476399055,25397.55982246896,19931.992164676958
4.928347921780097,20443.287954807187,4924.830407101649,4184.970575073156,8975.259840998364,15053.07983964696,15615.828568761504
8.129287311628012,20986.578537027977,7710.190841837138,4452.756352076694,8820.119697356316,13640.850823986477,14154.358193793734
0.0,16911.740522828248,7108.11257227768,5707.329809559223,10441.544367795334,3421.158546432016,13554.888603921017
6.643805008750448,18419.635719864753,8226.280914106046,3229.1811972713103,6980.864288090899,21232.2547334687,14768.700272385997
5.174094136476342,23078.85574885571,7273.766677688867,2721.647371197676,6196.178996242132,19338.41803985281,17433.36375896696
4.401985299068265,26019.42218584408,3985.0862785099803,3104.5720390749584,6241.919985771576,29089.53099714034,19585.648307255542
5.183521553071005,19302.768621595,7223.306123397683,2663.43149968508,6950.565566677607,22872.440747842935,16584.30579350245
1.0248621707982144,17749.053675742944,7388.761777863374,5336.657357758983,8504.822778136397,30673.833553381526,15928.280651603905
4.560656224324976,20002.639794282986,9267.322049548118,5548.639295024037,11027.569750197277,14421.086176670633,17660.21083395341
5.7142251430234925,23006.033744645574,6603.6006507779,4320.216577948829,7274.102513074076,29105.202647740945,17638.90107890985
7.955788089483033,12780.72591933229,11357.349346745132,5221.294945685148,9440.22304105515,15768.668967162757,10732.747253314325
3.9634595634527052,8519.095234313809,4176.718898696486,4133.958380580235,9387.442146351263,26220.768494338176,7427.0075205197745
3.3830127942136246,17247.315752542083,10622.334995605248,3904.888352299234,8384.160159710282,8329.932859754452,13989.460970515485
3.996485912830927,13896.437870429207,7551.362058243791,3666.962380946238,7807.501350939661,21881.082394929508,12815.551489956393
6.830804235404148,17459.299011763447,9719.169744687113,3689.6090086224344,6914.822091052918,4122.496468432721,14423.090558946757
5.657502219319369,19261.098405912642,8159.602968117466,2452.198443690969,5346.783092836806,17862.900112465963,15377.046336399575
3.9404795924659224,17733.75795488493,10279.111072050939,4264.254763607339,8880.294850741408,23522.83195102331,16277.429996474502
6.026534866226712,27262.337672353726,7225.276070894378,3959.666089785956,9164.583882405914,15832.251590151234,17556.669492083885
5.194155098696081,21633.7238230116,5802.759149644376,4745.360724077876,8394.280731695339,11596.498969952261,16885.151756170315
6.937289981065779,21502.37179805414,10841.008574542126,4093.5234964386095,7182.274290345529,26768.94775436747,15839.152341864434
3.5958938122452953,23111.03572021701,7773.038708235717,3837.2962984309083,5870.7607539916935,19172.297681224612,17991.914490203853
4.3446757068044635,14305.834411096155,8443.116947248422,3128.8069699923694,6344.1950950623395,16083.434823754627,11698.608783098178
4.215783693735685,25195.55893710134,10469.50382808959,4072.1532368217613,7981.227762822529,20335.167369234212,20953.82054525848
2.072970103735763,19621.178567322702,5936.089515811131,4738.237230816162,10017.535823485548,41093.353135564714,16432.262538127066
5.592240554129152,23352.40308620606,9190.981795278514,2856.6610089161395,7395.167962702514,29228.02279825235,19869.50231342374
5.522110544359778,14640.713834799222,6820.210487074219,4087.4737536807393,8331.542077446142,29300.58934550272,11527.04198215088
5.010226913284922,12231.206169919678,7735.661288711256,4233.042951529484,7912.947222488579,23484.37055193891,10971.39541726544
4.530825733249706,24089.448290125143,8144.5579307685775,3281.9352163817357,6815.402642576971,21331.882180617176,18801.793860453774
2.1692585158991715,21882.047630487585,4999.556277106128,3412.1436950919997,8536.66177309837,1000.0,14694.702234023447
4.158709354469282,15489.742228212448,6442.32591435913,4230.610848766214,8391.201681372926,14568.157228294942,11734.3920289358
4.314570966946461,15651.684593626527,10702.145784826278,2866.5789817073774,5184.49842817056,16155.404694380204,13207.466504540087
3.395445461556762,25627.173922073845,9772.382377169592,4349.923715249392,7811.091996931598,5000.863487619736,21541.294613394424
4.677428576667982,14052.940535663362,7874.7208453455305,3104.6456263408,6418.072800923499,10740.673678276531,11761.209364142964
5.8081017136290765,28213.364766279818,8486.246917025786,5062.853693033217,8625.842485691244,4153.308232618927,19518.716755387228
8.77237180242106,15496.896326760656,7411.5149887270845,6337.8277453883,10788.156273616369,19693.40931442102,12094.629361452427
5.349155625663678,23191.959628041914,10713.166771655964,3139.2431982981802,7053.28729286278,26550.12776679053,20916.42863953905
5.515100781445529,18356.907621255075,7599.294844411672,4534.207862374675,8472.715536771746,28854.19614899463,14835.72704747329
4.851108168467666,23015.937155411717,8463.684184269696,3273.2580951179807,8324.03662417817,23318.27569663393,17629.74458944598
1.162457569401917,17279.429989429038,10292.06028828413,5040.95417379779,8483.785301968439,12292.829270411448,15689.526253662532
4.946972249101567,19186.03546963853,6445.257030308187,2734.741590914785,8226.101211624664,4543.478731840323,15176.397056527267
5.120460419882053,20204.595876978605,11117.578368993789,4480.586758427713,7943.540685330844,5945.050404787984,15997.729567187374
9.926484224970572,14989.062721092636,4939.077180513246,3127.011033110647,7198.369590400704,9848.139381964013,10688.273711702193
4.615278070437755,23704.121727100628,11259.284262225598,3793.015410901631,7568.052534579418,12889.122415714603,18636.253008838212
5.603094684667225,17433.932167642073,7254.648832096051,2968.974724852693,7067.710031653462,18722.012016067307,14199.875790306822
4.9305764605895135,18857.000423299905,7514.6025043494365,4822.3504708957535,9178.024066954256,11886.686254984254,15054.160794935147
2.662643924760936,15028.25312695744,4219.979657634114,3163.019645560413,7510.087837631514,22711.807149346092,12249.877480411966
7.285645629030041,7188.331706023448,7090.410565244614,4551.964259331828,7949.470394835364,18141.81197760422,6146.182103047766
6.503866065373549,19044.861186999155,5920.386937946232,3655.901971737667,6757.570229779611,20084.365693928205,13452.920892140583
6.582063894086094,32063.07710806458,6784.7073092530545,3885.527628201137,9888.065060925705,29122.00442136964,25163.830235511818
3.181225090410522,23923.02143949012,7725.378068422241,4147.755907400128,7760.568435719686,10558.14612639704,18481.750946225522
7.805588621872198,19903.698101328027,9915.583228945812,3238.1753283411513,7797.54527927874,23349.636626338946,15916.642593846684
2.1962978744154382,18685.54585395866,8415.206702801252,4210.367113540887,6924.25406512233,19888.214172191412,15249.468689449728
6.173714187600541,20112.329464060233,8615.353306802228,5530.334564354411,9306.644388430668,17332.10975224244,16864.261844499953
9.380911251619956,22735.59557587605,5808.961222308875,3221.9052141672855,7120.145706981331,27082.050566927683,15565.155770306512
3.0189273497386235,14095.935923455776,6238.491820794539,5171.810143273845,9550.06219921611,27032.113236456058,11980.82898277895
3.867404540794456,25571.60847334436,11597.450036702623,5498.097633487784,7320.134320694233,12428.073632092575,21683.90833838163
5.199302730175282,23576.90657720622,6529.5979304735065,3183.845010971956,7316.75750143462,18542.71532913661,19062.659584899033
3.9930486917676014,23590.928628539674,11312.416504114592,2544.9453949094477,5625.152230615134,22249.693460672523,18434.273472660007
1.8986731378677346,22192.378694048635,7513.877602238267,4301.9609001717645,8561.437469127704,17815.946015819325,19978.64162114035
5.137125949612055,20098.08328846995,8004.575872287008,3452.5924772331273,6623.5291197625975,24680.170658302384,16125.232413650181
2.8753925725477902,23364.3061798341,10140.73032045986,5868.603219163002,9184.217062422536,22249.536143282203,18120.529404170593
5.9471848612703635,22959.07066870689,10543.784843877313,4034.807540499832,7815.905452185218,34660.4899228481,18969.817721752555
3.1611515315323935,18229.79644529488,7778.374879441825,3197.800591964821,6355.937016282265,7757.766912561699,14152.257358679264
8.09986881003508,17131.991135515495,7223.513892956922,2852.8404889882886,6472.412931600005,19020.51208202082,13196.796494233438
3.4334934153275256,20509.281476309934,7888.159102955574,5089.904959090831,8135.204344256179,12731.97990790247,16358.095265529873
4.355876967588649,27745.100757475935,8675.915056464237,3428.8160259158135,5962.279664556831,24832.859643512355,21405.161215269392
6.62703443473934,13804.464621730494,9782.60737373951,4043.8287994604284,8858.194441403915,7062.624879635643,10866.623073048333
2.5382713671320896,12662.3736712378,8008.459717988303,4955.802745112481,7918.963790853339,22770.50168179909,12078.639513239066
5.4549198692082586,20823.804206182584,9237.772596046307,3515.74164806917,7372.796937982783,14959.61254921327,15194.303801516278
7.614285508564857,20254.43850928009,11276.719464541882,3954.0711712598395,8556.384036454867,14126.705071031887,15052.230851340884
1.785033530877545,20866.708321852042,8762.61922452957,3983.43159017748,7491.476308164645,8428.014371674502,17347.76708340946
5.369267717064608,21219.765989542502,8623.305712009556,4683.324511516092,8023.1917917196615,16279.392430391952,18407.09263896385
5.519765588496847,18883.988726825974,4962.178349819864,4590.744335510326,8771.734806444263,28676.004242327406,14115.966859211008
6.563645743554621,27449.31719301041,2738.5397263418736,3779.8862687451715,8674.233326926893,19798.490531764164,20207.17215944889
2.526098578243836,11995.480107617423,8776.751458460336,4063.649061496518,7128.196849427342,25021.443342995797,11752.859774640761
2.3590867738314474,15857.51487609877,7810.351537438256,3628.2209884765116,7508.102722862561,33317.134575730204,14314.394101031665
6.0438831312337955,19483.726199254765,6970.434650170516,2522.3875930805552,5136.391917106694,22110.044678580605,14430.850245664185
5.5939693464663724,11784.055944229163,8487.060408372688,4257.600857398129,7943.040054452376,15529.603423501274,9506.785654149058
5.5009857006917535,19120.727977839644,7879.192541606183,5892.191760833068,9919.555508463527,23738.017721462318,13321.15750106268
5.692896418993952,28307.35082864009,10255.560501267797,3116.280859308937,6432.581145904885,15645.630829485664,21248.463253296428
3.6399505568430186,20104.43244147981,8172.221736517956,3226.970290397297,6861.376823337112,15964.618533622644,17155.376519417143
5.464507394322007,21153.504528593417,6506.153429859665,3129.272228356259,6002.690813710299,7840.857603048122,14498.89636114853
5.586144946597362,13699.176174137097,9980.332477918579,4724.591778723123,8786.254667828318,27410.05992867514,12632.881941411892
3.571297163947264,16918.19295980261,7565.737850107595,4448.4854541964405,9293.04085330296,16911.979394804486,13125.543226150994
8.731549022289514,18124.018098380315,9053.073367344614,3841.4623075835434,6963.747211767172,21456.785966526895,14098.883219662963
5.947665841823575,18411.42451621883,7045.1785876143995,3081.980938361035,6583.843525119129,11712.304571146884,14614.739104944078
2.617393005594703,26408.218975018845,6700.3462290051275,4092.3767916399242,8494.41378880327,23487.58103772378,19542.101853051045
6.313107217267659,22788.455303625622,8168.336460371393,2435.377872664196,7405.050448122385,13904.47009491933,17361.74611597639
3.050636659545357,14442.71021531484,8025.657287087371,4143.4265668574935,6948.874717090348,18866.330226385406,12056.690738884261
6.574169207484904,21232.523892160025,8959.654070733666,4871.5243860879345,8736.496596155175,27022.608249913006,17576.22964369154
7.317191158014808,22491.108742483924,7462.7084933805145,2748.800863366322,6975.305521221942,26326.074497860234,17110.98689025424
3.358635363296579,25700.745192606333,4327.280432459205,2467.4817231703364,6385.836610667258,19823.759419864477,18921.729424772147
6.926752258488643,27902.703432841867,7134.452232823222,5579.437891694859,7598.004238193189,5854.9517383462535,22601.152815807745
5.825561853872997,14924.529040860656,9587.636934287631,3388.240360495415,7789.112367942433,43942.48456048513,13481.83631902473
6.64412031998898,15945.712443948309,7405.247841513787,5135.947845943821,10351.416926816337,33966.87176218509,12525.667807324759
8.793585965307894,13712.11070542692,7507.233194970904,3846.002334802168,7939.331735737771,25781.39859910639,10680.65241195375
4.509223767994259,18829.900704465093,9972.753011811874,3838.0451830586726,7013.160340423262,13974.369747272234,15338.167579330879
3.492527671285021,22331.79187223167,6576.053545482155,4438.4126994966455,8027.9109024052195,19091.26270638428,17447.87239338532
3.2209711407489534,24936.67258294551,4914.393563514201,3116.0011432535593,8531.931597378034,15652.636561787866,21740.23400773021
3.3683794300691234,19620.244881787385,7678.737760949011,4132.497143495645,8860.467176184091,30110.847512771106,16410.07534474625
4.845796581171792,18400.76238372578,7031.652097502526,3618.510585175907,8130.5318798833705,22100.02312681467,12638.542272677128
5.682303949633288,20758.789961243703,6067.507360493491,2679.5065565949685,6964.63662342247,13726.689133121337,14823.717001082905
5.553381598660038,15824.285491849885,7649.243088202618,4337.482074726399,7808.572384973621,16233.959207001744,11182.084218187145
6.654366498072047,30447.693608473866,8983.011294493568,3736.692193122084,7576.23524859747,28969.50514055924,22449.102448167454
5.026003783755814,11961.694864409706,7981.422876864369,3842.975171555292,7780.6369830124795,32800.78277456383,9364.872563615587
7.907068154314634,20923.70289447862,8613.962145372476,2789.839056585842,7229.498509437397,32226.652507889965,15173.341751899185
4.470686333524088,30118.031096148196,11626.815397030847,5591.400367762804,10798.535483176327,26056.25652043182,21822.962753372278
10.440338333179238,20033.99922279999,7314.242276884872,4876.714186386116,9771.38469582062,17979.001049578907,15084.24628385214
6.251334695530012,19049.804824992527,8556.69726928934,4964.155884171979,7828.648399535146,1000.0,14751.136405245708
3.285684887167435,18212.772885947863,6981.573274801731,3694.555297558318,7873.751272679157,22377.28019046577,14959.519785884453
2.8582150038777754,19098.04159118796,6307.280560226054,2270.8171104965795,6860.227786630897,19985.369929247197,14861.809581890011
5.96494483048637,26864.24237338265,6830.18469316446,5952.917382489511,10448.00564660522,21119.85677057083,18449.493541976994
4.553074429348298,8940.690443352465,7042.4828569566225,3938.9024919941317,7435.515481284196,20431.17877626565,8333.526708565762
6.428000988184184,27667.168506481627,8718.951595094251,3251.2002039799463,9582.487576594636,9389.902704406744,23358.98027967372
5.94647524914709,12880.214237749275,12698.151573401516,4416.801574483114,7395.133924618219,24459.268454809484,12307.948032027587
4.854342174686255,18666.738353827925,6567.913127448319,5167.120788003298,8300.570030670458,25057.730512254802,14399.855965410767
3.30641256386319,17853.77789850669,7166.749388769075,3976.9494439145337,8163.825508923795,25458.710256477272,13311.214521054657
1.9703055506282707,22942.766348853598,7873.753973777503,5278.575167939374,10972.017611910458,27572.616028587094,17761.690801537512
4.106970095865957,12009.378240581262,8791.597697419495,5082.9999385168685,8414.044057953532,24832.413159372984,11240.56929840161
6.712797588646945,22310.863330409713,8527.10162390957,2923.6188125979415,6710.956120080347,16719.764707688715,18120.017416010185
5.4281874882604075,30121.548116434264,10568.191587896235,3326.2098943405235,8188.044832753078,19433.305216671277,23562.637105594316
2.508522442576024,13184.129977035947,3147.215858929583,4957.537163279768,8943.247439369581,20728.998938027016,11135.094827381768
5.346361851702364,20948.53083805198,3226.1402596086546,1287.3874361895619,5019.704352565325,20861.595592852947,15520.460513462476
5.770634759457674,16690.089111016954,7008.2436559797015,3850.5443068350114,8303.050628344386,27985.74124777384,13729.821551152403
3.2322851275977342,22129.43603096518,10194.600375087417,2569.168798375328,6787.1831905590025,25149.350024179927,17320.89014393703
5.307450211891056,20095.73888707876,4868.703936788807,3523.4461985664752,8347.797227075907,36618.747516559626,15497.653890723004
5.116417436892,16792.56545477845,1984.7353206124853,3701.179910970796,8734.355022223086,37651.75183907738,11739.39364091025
2.714059404338754,22439.36142435537,9142.358812438417,3641.755622092492,7887.358070096781,20637.1966609114,18192.38571846957
5.715574720696567,29021.740548933718,8487.314447405428,3447.7387478873916,7681.124928190039,1000.0,21942.43913997161
6.121569052736469,19045.481041363506,5819.583186401141,2902.8563503711857,7074.145136200093,29894.65972901813,16022.057439414384
7.166102486350554,23598.789710740908,6028.92079855814,6291.911266818686,10683.215712138117,15676.989288103565,16052.673931697325
7.1076041040698055,13533.635210644181,6060.512560730651,5867.462004161351,9911.598514458521,13588.128625351947,10976.395392701736
2.244661264085818,15217.818115909955,8221.07063494788,2837.934179743717,6837.4473938858855,16812.437800085067,14043.425720306856
3.124349920169754,22362.031389401887,6747.369447633986,5582.116751303567,10539.418447965361,16426.85562548315,18530.342310679353
6.0300705344173195,27420.580142679824,8988.127837951039,3600.5345095271473,8813.427453811182,24898.15848084314,22127.692706359914
6.027571901824418,21778.0667439283,2290.7466741912176,4129.187473331711,6923.145117624974,7524.513766990196,15725.76689250557
6.030095372612096,18434.709847384227,6286.296269744402,3936.726040103084,7944.742961495539,11378.234033667188,15116.353102086458
12.705462981309442,19996.457027116772,5747.8920781779,3340.2513587460344,6789.295811989847,22745.26843357933,12534.580974038345
6.141781021386334,13747.961330151413,7487.318643255016,4983.852343606147,8735.075170417289,24983.552243306465,10474.213888277824
7.271131280361198,23022.576631776836,6923.904483019723,4125.886530576658,8447.899498364914,25132.333159488095,17262.44085374372
6.908003526986405,24411.665311617046,9595.687559791533,3523.4485767807587,8058.999274014734,13703.709768533608,16008.744315372536
6.302782502611596,17739.5483358346,4281.326456679884,2695.4105561995275,6605.7094013104515,12173.87480587008,13807.527040193449
4.369461510719309,17649.78926120249,8090.982952661504,3106.4049862808797,5575.732718502637,15946.921329696645,15136.34399220847
6.517938440986535,21329.39114826024,9116.672846423411,2358.619884397903,5586.58341993696,21918.982018277802,15970.982129342028
3.4543495709248564,17816.401319797023,11713.294873123908,4012.2235484151693,8729.423284575301,31883.818954180395,15497.68671232766
4.526362786519982,19669.33692687089,7036.46805781305,2803.3344077156044,4610.99327008766,3620.502513833997,14741.135378746743
4.029272904341793,30498.608945832577,8648.917208705034,3734.439487481459,8684.381208827059,18234.16994433307,23347.103086293504
5.163748278772645,18764.871496270018,4392.27441487527,5370.101853610371,9787.085846126003,9338.57247179837,14157.887605099097
9.629317133347017,18208.299239893888,3216.087591373953,5199.299572921585,10252.240438145604,6782.058581172083,12936.207967492639
1.2654696148165039,16762.290971824204,9689.5487515634,3967.723105897382,7808.867756392614,27735.653162758532,14764.899229505903
6.372520380749027,23720.959857499685,7988.879412703859,3912.91527385685,6263.790934638526,24356.996595994708,19163.262010646416
1.7745682576206967,19093.879133909486,10357.025379596846,5879.874549421008,10224.164662626206,23595.468127578097,17215.029202881804
4.056136268421133,16753.13480839287,5253.1942220605015,4520.756120358711,9540.478619589383,27368.20671784795,12862.239627286806
7.177901193934732,26606.52016136506,9039.804279057505,3672.193540123477,8411.970984534213,16162.248825870913,21804.002526143326
5.128560038190925,27098.015022568186,11737.635681087706,2573.981882879548,6043.82869608912,16538.899869331774,19385.41133773639
2.8445104441413878,16997.882171306475,8839.411216714532,4393.873218164743,8463.28207853486,37485.844933780594,14733.447736629267
3.5693925814800638,10667.300243196918,8553.163011182098,4829.323772582862,8403.054757558923,18027.431565923405,10457.530059710303
6.359195497869352,25037.56844918461,8017.1121616487,3368.348475486356,6712.935304134859,25881.056904432728,18042.888619227764
3.5392667365657267,16576.850871199982,4858.237085748176,4291.202755138032,9055.513612081913,20051.05232770652,13318.454408851761
5.43291717916395,23953.127995813844,10711.145871420696,3636.4267050849708,6678.400856072842,5213.931759372679,19331.905563280998
5.091143679807628,10149.480911440822,6778.284720389868,3815.9676008009974,7100.914456335708,3642.967969589854,7950.797777608643
3.6967993047883656,24462.986691496546,9008.966512766034,1512.1779424376687,4628.95743565976,15368.126240480762,18749.089833794915
9.28788817865065,13944.140353596093,4873.931386857493,3778.2185962838644,6586.020577644627,28448.810013359915,10009.904171491773
6.267838044636022,23653.82059533262,5641.080670984439,4969.369302408054,9086.500735882137,26306.33325308803,17066.153787597
0.9497148266847857,20071.36533918217,10870.17479844447,3368.5974444334415,8297.799883219022,27312.617313792267,19784.019092174134
5.3729086295388555,15230.302903016775,7305.395422084314,4052.5263682153163,7904.624963219104,12103.630568509478,11569.812554507831
3.676427070463224,17964.818435366098,10906.55095208509,3244.0492933080795,6039.451052856746,32926.97992097851,16395.01545402722
6.704866669592448,23431.592284783503,7843.538681882965,4360.441676292773,9032.397308086394,12280.853598508926,17226.477531378445
3.4149585231345987,20529.472265576173,4316.204454084285,3783.4768024638265,9132.038205691804,21702.59518935975,14509.698668679526
4.770527117066202,22922.06490236242,9784.13519946344,3060.758459317993,6543.764600000717,19917.181680738107,18228.375957330052
6.0099745579609145,29882.202922577428,6820.215364488784,5332.551467665127,8949.708054290953,18609.00943748331,23145.69466651188
6.731510388340243,12178.791941444742,9397.377627034088,4928.932013532215,9341.46051759893,30708.737106364853,11419.296548374996
2.5994071858884475,28086.06287484312,8050.421735080165,3395.0932360718252,8692.592234299867,14359.115838672315,23846.461809832894
